id	filename	md5	size	state
2b036c53-73cd-41b7-b4fb-3c4eb2a1949f	2b036c53-73cd-41b7-b4fb-3c4eb2a1949f/ed8186fc-f945-4483-8532-941c8d3a57fe.rna_seq.augmented_star_gene_counts.tsv	972b435ff1969f269ec949e9481b2779	4216533	validated
30ea6d7b-7cdc-4bf0-9f7b-d0243ba40a55	30ea6d7b-7cdc-4bf0-9f7b-d0243ba40a55/29a5b8ad-0011-470c-bf34-1c74880b5b12.rna_seq.augmented_star_gene_counts.tsv	389177c4191b6f8a30f44a8cc8947a8f	4217110	validated
3137ba2b-0d6b-4fcc-8512-894fd6a43ff6	3137ba2b-0d6b-4fcc-8512-894fd6a43ff6/171e4e82-93ed-4be7-8b61-7c1df82bde0f.rna_seq.augmented_star_gene_counts.tsv	d1afd241c711ac71989ea60c1874a536	4222749	validated
31caef16-c2fa-4f8d-9fca-ed3e0550a231	31caef16-c2fa-4f8d-9fca-ed3e0550a231/95131162-057b-40d4-8967-4af0556def25.rna_seq.augmented_star_gene_counts.tsv	c80e71005cc1dba82456330f4e5af109	4218502	validated
40ea7b55-ce17-45d5-9094-f1c46bbff9d3	40ea7b55-ce17-45d5-9094-f1c46bbff9d3/a03d4b08-f826-4216-878e-f8c818a3791c.rna_seq.augmented_star_gene_counts.tsv	eb944ae0ad84acae43fd7d776feff0d3	4224811	validated
414734f8-51b1-4271-98e7-4206caa842cd	414734f8-51b1-4271-98e7-4206caa842cd/c93f2b73-997f-4224-a0e9-cf7f6e2afdcc.rna_seq.augmented_star_gene_counts.tsv	78dcc3e586ead1d64ab4e07a442bcbd5	4235697	validated
487fc025-438d-458b-b117-91afa8e58802	487fc025-438d-458b-b117-91afa8e58802/d4be33cc-1bc5-4e17-961c-fbac163326aa.rna_seq.augmented_star_gene_counts.tsv	863261f9bdf85087bc327c633e468e12	4238506	validated
4ae3f965-e177-4dd7-9cd5-10db6d387c61	4ae3f965-e177-4dd7-9cd5-10db6d387c61/9bbdcf34-73dd-49ce-b8dc-b64fe05b3a31.rna_seq.augmented_star_gene_counts.tsv	d01d3a0e2f41508b3cc50e4abf1420d4	4208656	validated
52dce676-3d81-4775-b5a0-f818e5df3523	52dce676-3d81-4775-b5a0-f818e5df3523/829594ce-411e-47c2-b138-81d5c5e6d7f5.rna_seq.augmented_star_gene_counts.tsv	9d9d6f847bab11930548089e62ae4caf	4223258	validated
54545429-9fdf-4b05-8654-102598daa584	54545429-9fdf-4b05-8654-102598daa584/d18e3fad-68c9-4320-9969-3837c2ae8930.rna_seq.augmented_star_gene_counts.tsv	61324ffaf58a5c90cd08ec950a8be557	4236554	validated
55d9496f-f3a1-4ad5-ad11-31cb1383dd9e	55d9496f-f3a1-4ad5-ad11-31cb1383dd9e/7e264236-1f87-4b6b-8e87-165ec839dee8.rna_seq.augmented_star_gene_counts.tsv	6183bec9707b2aabeca51bbe1ba1a79a	4189218	validated
5693eb3b-1532-42d7-b5b1-103c8c262fb8	5693eb3b-1532-42d7-b5b1-103c8c262fb8/32e1cf1d-cf68-49a1-b299-2af98ca4902c.rna_seq.augmented_star_gene_counts.tsv	f732d4707d730221ff355a7aec924f0d	4203907	validated
5b0a3017-5e89-4252-83df-31ea4046942e	5b0a3017-5e89-4252-83df-31ea4046942e/b753855e-9a05-44c0-80ab-ac31ec10fbef.rna_seq.augmented_star_gene_counts.tsv	6897791f3ad76dacfc7308ea74db547e	4226094	validated
5c180477-ae14-43e8-93fd-f9df3ffb6b46	5c180477-ae14-43e8-93fd-f9df3ffb6b46/55dbbb43-22fb-4803-bace-57580dcaed1e.rna_seq.augmented_star_gene_counts.tsv	ece89cd267ab394d9cbb0894d6c2ab08	4208818	validated
5caed5c6-43ad-4d9b-b29b-398ade676797	5caed5c6-43ad-4d9b-b29b-398ade676797/3e67f2c0-67cd-4097-9350-e7dce0848da4.rna_seq.augmented_star_gene_counts.tsv	b295c88b9b0a6480fa53ea5f5c06b44e	4226508	validated
5d2f11b1-cec6-432f-a665-0b543fba4f85	5d2f11b1-cec6-432f-a665-0b543fba4f85/7efb73f4-ef40-4dfa-8163-97a5f65b1e31.rna_seq.augmented_star_gene_counts.tsv	e6b183ac7ff41df99d3450d97e04aa99	4232331	validated
5eb87570-623b-48b1-8f3f-c5b13e84ab97	5eb87570-623b-48b1-8f3f-c5b13e84ab97/8a2d66dd-1554-4c02-9905-6e064285bc38.rna_seq.augmented_star_gene_counts.tsv	36cbcf99755ed93a39c96b3be3bb8229	4227917	validated
5f1520d5-7f26-455b-9d20-87eb3b8fb4de	5f1520d5-7f26-455b-9d20-87eb3b8fb4de/4a907583-ed82-48fa-8ec7-aff91afcb31b.rna_seq.augmented_star_gene_counts.tsv	73aed1deb5ed3ce5e0ad9abf399a761d	4204864	validated
66e177ca-c09a-462d-a025-1e9d003ee9e9	66e177ca-c09a-462d-a025-1e9d003ee9e9/925136ec-3825-49cd-8aa3-1c536e4a410c.rna_seq.augmented_star_gene_counts.tsv	60c0fe2dd0627da3249972c1c7cefe0c	4226833	validated
674f8521-6181-49a9-b32c-729d83d0b8bd	674f8521-6181-49a9-b32c-729d83d0b8bd/4100a850-68a9-4bb9-ae91-dd63d64cb1aa.rna_seq.augmented_star_gene_counts.tsv	2adfbd5655963ef1e0b047fd72e9ad9f	4207642	validated
6b75bcc2-7f28-4425-8050-9bf6c4a65a15	6b75bcc2-7f28-4425-8050-9bf6c4a65a15/1026ea02-0009-403f-95bd-cde07dbdd21b.rna_seq.augmented_star_gene_counts.tsv	2f04d595e38f32d2055ef2a89b61f434	4194001	validated
6bbc8fc0-d082-4f7c-9070-3b6ed289f1f9	6bbc8fc0-d082-4f7c-9070-3b6ed289f1f9/9a100fca-67f0-4dd0-819e-cffd2252b4ec.rna_seq.augmented_star_gene_counts.tsv	048622df0af89e2d19b217e4e06c5bd4	4229267	validated
6d61809a-48ce-4d86-8716-f578a50f1e55	6d61809a-48ce-4d86-8716-f578a50f1e55/131b7f88-7af4-4049-acd5-5060bf87391e.rna_seq.augmented_star_gene_counts.tsv	dcc2c5ee35b88cbb78412c9e0a193b45	4189594	validated
6d688440-4812-4a76-9f76-51c4b6101726	6d688440-4812-4a76-9f76-51c4b6101726/e73e3a8a-f710-4189-bf50-2673adcb989c.rna_seq.augmented_star_gene_counts.tsv	a68dc154dd107581a37e23691b4c7b05	4230279	validated
7069c2e2-9e61-45ba-9f14-75bd90b5d6ec	7069c2e2-9e61-45ba-9f14-75bd90b5d6ec/8026738f-cc73-4c9e-be15-28366f272caa.rna_seq.augmented_star_gene_counts.tsv	f9195c6679f6dea0d6c7348c0a99306a	4196096	validated
74543594-cfd5-40b4-883a-44e8e228b967	74543594-cfd5-40b4-883a-44e8e228b967/17fd3deb-de89-494c-8dc4-5e2d8647863d.rna_seq.augmented_star_gene_counts.tsv	52ffaeed25ac595d7da00fc7a4ab34d2	4235698	validated
74cbb00c-832b-4788-a613-469cd99dffe9	74cbb00c-832b-4788-a613-469cd99dffe9/dbfd4261-2413-4571-8211-936eaa34aa19.rna_seq.augmented_star_gene_counts.tsv	4c5c1b0dea5c7891dd60d0d59242716d	4236064	validated
75cd24b7-508c-4bbe-9600-142c0439d32e	75cd24b7-508c-4bbe-9600-142c0439d32e/d869d50b-7f80-40ef-aeeb-1b0c9919fd17.rna_seq.augmented_star_gene_counts.tsv	ae4abab05db02a6e0cf615e3d84a6909	4224607	validated
7620973a-bdc0-49fa-bec8-f7a3262c4798	7620973a-bdc0-49fa-bec8-f7a3262c4798/eb8809ea-2c62-4b0f-9bd5-b4b4ce313728.rna_seq.augmented_star_gene_counts.tsv	da4342d3f43960dbeba24797b208a417	4208238	validated
776f7e9f-2e66-4f9b-81f2-a3693ebf38b5	776f7e9f-2e66-4f9b-81f2-a3693ebf38b5/e7cefdbe-460f-4c48-ada4-53911fa7343a.rna_seq.augmented_star_gene_counts.tsv	74b6ac0761cd105df1154ea63e9aaa41	4218378	validated
7950bc78-a7e6-43a7-9e54-067274152fbb	7950bc78-a7e6-43a7-9e54-067274152fbb/dc325248-ad22-48b2-853c-19ae117c8d83.rna_seq.augmented_star_gene_counts.tsv	b8ccc0e116ba5de9f991c48eee215884	4192846	validated
7e34fb3e-1977-47b1-b2fc-e43fda978d57	7e34fb3e-1977-47b1-b2fc-e43fda978d57/0de20f2a-7664-478c-9e22-31e48336d786.rna_seq.augmented_star_gene_counts.tsv	d5067ee327afd3fc55a61da131f5fa54	4227910	validated
7fc68499-d9c4-406b-845d-874bf1980fab	7fc68499-d9c4-406b-845d-874bf1980fab/70c1d5c6-fb89-4b92-abc3-c0440231ca4d.rna_seq.augmented_star_gene_counts.tsv	63844b4be4c8363a3f7b13ea7de94014	4227636	validated
82b994b9-4beb-44bd-a0ce-e737693292f7	82b994b9-4beb-44bd-a0ce-e737693292f7/8c231c07-0fb9-4e47-b9e9-d063a509ef17.rna_seq.augmented_star_gene_counts.tsv	6a76317fb061ef49f9c52294ab7c53a6	4222816	validated
86cc67db-05c2-40e7-8dc8-e5cc6510b864	86cc67db-05c2-40e7-8dc8-e5cc6510b864/bc09980b-ca12-4fcd-8218-5b738701fd83.rna_seq.augmented_star_gene_counts.tsv	30c302ea58b9aa2054da010cf31405d8	4235948	validated
8a176d25-92cd-45d8-b154-1907bb0efd26	8a176d25-92cd-45d8-b154-1907bb0efd26/b9dee63d-1b14-4e38-b691-e7e76dcc4db6.rna_seq.augmented_star_gene_counts.tsv	5bbe8870da9f9d320fe8574bb918053e	4232212	validated
8a71bcf0-3770-46bf-a803-7c43d75eadd7	8a71bcf0-3770-46bf-a803-7c43d75eadd7/e57173aa-8a14-4f37-8328-ab66df9e8e79.rna_seq.augmented_star_gene_counts.tsv	4c73ec1d437bd5e0a5260d55f51a2bf8	4230654	validated
91b7794a-7f02-4159-b684-368bdd3ce2bf	91b7794a-7f02-4159-b684-368bdd3ce2bf/e51f1157-ef27-47b9-bd59-1456cd7eb33b.rna_seq.augmented_star_gene_counts.tsv	cfdb6932baaacdefbf39983060ef9812	4225956	validated
93e61a1c-0ea4-4abc-aca6-1a3e3ef385bb	93e61a1c-0ea4-4abc-aca6-1a3e3ef385bb/0984499c-19ef-4174-82ce-491a336f8e70.rna_seq.augmented_star_gene_counts.tsv	e59cf87456f186762c7757cc010ecc8a	4232077	validated
a3365732-0ae5-4536-aa3a-5f57447ffffb	a3365732-0ae5-4536-aa3a-5f57447ffffb/2efca6e0-4edb-42a2-9d3a-ee8f25624bf9.rna_seq.augmented_star_gene_counts.tsv	c540b8e67c4edc3a06b1dfe34f971d40	4212846	validated
a4e2f740-30d3-4a7e-b2e4-cb7fa136bd84	a4e2f740-30d3-4a7e-b2e4-cb7fa136bd84/ac40bee6-e98c-47fc-94c2-9b1cd0ed6142.rna_seq.augmented_star_gene_counts.tsv	d4b2478abc23fd3146a2d6ca816b765f	4219894	validated
ac0898b2-7e7f-46d0-b8e9-5f0dacd86534	ac0898b2-7e7f-46d0-b8e9-5f0dacd86534/2f5d6a68-068e-45c9-aa94-a64e57031f30.rna_seq.augmented_star_gene_counts.tsv	5e2850a1a6723da0573d5655151c99b0	4214789	validated
ac17a22e-ac86-41e1-8a4a-6e915240ef4e	ac17a22e-ac86-41e1-8a4a-6e915240ef4e/03a6d985-7385-4637-b55b-660e801326f1.rna_seq.augmented_star_gene_counts.tsv	ca9b0e49e2c661d40e8f19325de6585c	4236013	validated
ac5448ce-4e8a-414c-8942-7c8f59818ce5	ac5448ce-4e8a-414c-8942-7c8f59818ce5/c9d871ba-e6ca-49b0-99e1-02d2760291f7.rna_seq.augmented_star_gene_counts.tsv	cd60f43604982fed39d8c916957d21cc	4231836	validated
b8abd8a3-1525-4bf5-b083-eddefa3ca19e	b8abd8a3-1525-4bf5-b083-eddefa3ca19e/32d1a985-ad2c-4046-873d-02416f5a68f3.rna_seq.augmented_star_gene_counts.tsv	2b2d56f116f7d3d78f008ee80b73d772	4219218	validated
bb252013-54be-4d5c-b14e-fc6f3fad2925	bb252013-54be-4d5c-b14e-fc6f3fad2925/126e4c65-dd29-4040-a256-8d5f2feac3dc.rna_seq.augmented_star_gene_counts.tsv	c3beb22161b9e99e9a0a5dc54e19f1fb	4193879	validated
bc13988f-9051-4f6d-86b5-8554b52defd2	bc13988f-9051-4f6d-86b5-8554b52defd2/025adeb7-dd68-47e3-b35c-0749e91304e7.rna_seq.augmented_star_gene_counts.tsv	453ba7aa2ed6bc7042b18e6670b02939	4225400	validated
c0372ae5-c60f-4330-92c0-73f245041315	c0372ae5-c60f-4330-92c0-73f245041315/d48a588b-b49b-4b35-bd73-141669318f13.rna_seq.augmented_star_gene_counts.tsv	a78065c4f1590632d2d6163a2858d290	4223294	validated
c0b116ae-dcb3-48a4-b124-4d5a1144f95d	c0b116ae-dcb3-48a4-b124-4d5a1144f95d/384c6a99-6bfd-48b3-8a00-da7d2ad767f8.rna_seq.augmented_star_gene_counts.tsv	0f46041fd235c77a1e0f0d7775519773	4227895	validated
c0dc8a0b-762e-497e-80f1-e1ab56305b33	c0dc8a0b-762e-497e-80f1-e1ab56305b33/c75b799f-6e0a-4cdd-b112-d47cf79b122d.rna_seq.augmented_star_gene_counts.tsv	b4f16880a89326098c339a2da3f2c223	4227451	validated
ca5e6aee-df31-4bb9-96ca-04fada8cbedd	ca5e6aee-df31-4bb9-96ca-04fada8cbedd/fa77f658-db3a-48a2-999c-39a44ef832a7.rna_seq.augmented_star_gene_counts.tsv	944c028c9c45a4cd88dd24e6a2c46b61	4229020	validated
cafd4205-accb-4083-a599-dcc2761fe018	cafd4205-accb-4083-a599-dcc2761fe018/8cf7bfb8-d64e-4556-9131-d466dd1a382f.rna_seq.augmented_star_gene_counts.tsv	4a22c910391652a49b758fb861b08384	4230378	validated
cc0fbdba-cf35-4123-b16e-2176d4d0ea81	cc0fbdba-cf35-4123-b16e-2176d4d0ea81/1fde266c-c236-4da4-9b59-4ac6aae51929.rna_seq.augmented_star_gene_counts.tsv	cac20ba204a380db801456fadbcc4d50	4223959	validated
cccb7449-7c00-4845-87af-610a14fa016a	cccb7449-7c00-4845-87af-610a14fa016a/97869ee7-7a99-4723-aeaf-5351aaed1bb3.rna_seq.augmented_star_gene_counts.tsv	006324e9545d4974118cfb960b90d9ad	4223276	validated
cfcd0e8a-b84e-409d-96c9-c72e496dd3ca	cfcd0e8a-b84e-409d-96c9-c72e496dd3ca/1da5e904-1fff-45f9-bc76-88d50864ee55.rna_seq.augmented_star_gene_counts.tsv	6c5786023e40dcb434eeee47c25c17ca	4237139	validated
d1441ef1-d7cb-414d-914b-81a3c380a82d	d1441ef1-d7cb-414d-914b-81a3c380a82d/15715423-a115-46fe-803a-a206e391a86b.rna_seq.augmented_star_gene_counts.tsv	6210fd9c6c76ac14a9436d071a0a051d	4160063	validated
d35e06d0-385c-4ba1-aaa3-e71c89effbdc	d35e06d0-385c-4ba1-aaa3-e71c89effbdc/8043614c-ce6a-42e2-b974-9559872cf811.rna_seq.augmented_star_gene_counts.tsv	c8258bbf72d9f9d3431e401d6799b590	4219314	validated
d444f590-38be-4744-928b-735c6be32189	d444f590-38be-4744-928b-735c6be32189/9f35f301-9683-4cdf-bb2b-1d6e5928ff96.rna_seq.augmented_star_gene_counts.tsv	a900b5317f3081955456a0bfc08d9412	4225460	validated
e01fea16-7426-4610-bd6d-3985a4c0bd00	e01fea16-7426-4610-bd6d-3985a4c0bd00/9f925927-5638-4861-9df5-fb2a9124f48c.rna_seq.augmented_star_gene_counts.tsv	a841450d0283842a298004d25781cd99	4230798	validated
e275169a-4958-4900-a73e-947ef33d63c3	e275169a-4958-4900-a73e-947ef33d63c3/06c4729b-31e9-4795-bebc-f8588b311bf0.rna_seq.augmented_star_gene_counts.tsv	c6a342d5fb80a3cc959038d9e27b673d	4231764	validated
ee892a2a-dc85-4442-829b-f237ab6f4305	ee892a2a-dc85-4442-829b-f237ab6f4305/922f12c9-1df7-4cf5-b874-cc25eb7fd709.rna_seq.augmented_star_gene_counts.tsv	6ac7ee7320ca35af10253a54b4298f6a	4231375	validated
ee985afe-7c3f-435d-853d-6dbda9cf8c17	ee985afe-7c3f-435d-853d-6dbda9cf8c17/097399b6-be8c-4a85-a5ce-399ad24e8680.rna_seq.augmented_star_gene_counts.tsv	4ef3a16c7327f0d4ca4544d9262921ce	4226875	validated
f11aa62e-5d67-4e49-8f64-5ed663a3b424	f11aa62e-5d67-4e49-8f64-5ed663a3b424/06cc0bc6-1b36-4318-99ee-dfc83cc134c0.rna_seq.augmented_star_gene_counts.tsv	9f41ec17c77ac638baaf7d7e065f03df	4233682	validated
f8536909-08c6-4a46-8875-2e5ef9eb05e3	f8536909-08c6-4a46-8875-2e5ef9eb05e3/585a9779-b57c-40a9-92f7-39d10b579bba.rna_seq.augmented_star_gene_counts.tsv	bee8dd6888e7b4d2713e16f6532a6bf9	4191029	validated
f8816dd0-44c0-475f-8b15-76a94a5f644f	f8816dd0-44c0-475f-8b15-76a94a5f644f/3b02ce94-fa3a-47f9-ae3a-ad288ed32432.rna_seq.augmented_star_gene_counts.tsv	ce8d8bc9843ad63a168c7b5cfb1ddf03	4216040	validated
f88e1f8e-3beb-4c67-9a03-c4bf2c1ad5f4	f88e1f8e-3beb-4c67-9a03-c4bf2c1ad5f4/a99d8887-ea92-46c0-ba22-2d4f510390db.rna_seq.augmented_star_gene_counts.tsv	f0f524d4967a1edfc933ce22c184de6d	4217776	validated
f9a97ce3-0ee8-4653-8aa2-0c1bb5e7268c	f9a97ce3-0ee8-4653-8aa2-0c1bb5e7268c/4414a69d-05c3-437d-83e2-efb95835726b.rna_seq.augmented_star_gene_counts.tsv	2de22dcf810ebd736b24be8d80e5f4a4	4225845	validated
fc50bc49-76ae-4243-a6e1-ee25920d95ec	fc50bc49-76ae-4243-a6e1-ee25920d95ec/808281db-845b-4493-9076-8cd46c62e2a5.rna_seq.augmented_star_gene_counts.tsv	bdb2400da9aa8d1f500ec52512ec8433	4217872	validated
fe16b2d3-17b0-4e24-ab31-62d2e951b3a2	fe16b2d3-17b0-4e24-ab31-62d2e951b3a2/6bacf042-830f-47dd-bac3-5696aebf2574.rna_seq.augmented_star_gene_counts.tsv	967a3efd89a8d709df7170d3be032580	4225986	validated
